SKUs,Category,Product ID,Brand,Description,OLD Price,SALE Price,Long descriptions,Images
IEM-3000-8TM=,Home/ Cisco/ Cisco Modules & Cards/ Cisco IE Switch Modules & Cards/ IEM-3000-8TM=,IEM-3000-8TM=,Cisco,"Cisco IE 3000 Expansion Module, 8 10/100",US$630.00,"$1,491.00","<div class=""tab-content"">
<h2><span class=""lpdname"">IEM-3000-8TM=</span> Specification </h2>
<div class=""std"">
        
        Cisco IE 3000 Expansion Module, 8 10/100    </div>
</div>",https://img.router-switch.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/i/cisco-iem-3000-8tm.jpg 
IEM-3400-8T=,Home/ Cisco/ Cisco Modules & Cards/ Cisco IE Switch Modules & Cards/ IEM-3400-8T=,IEM-3400-8T=,Cisco,Catalyst IE3400 Rugged 8 Port GE Adv Exp Module,"US$1,150.00","$2,606.00","<div class=""tab-content"">
<h2><span class=""lpdname"">IEM-3400-8T=</span> Specification </h2>
<div class=""std"">
        
        Catalyst IE3400 Rugged 8 Port GE Adv Exp Module    </div>
</div>",https://img.router-switch.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/i/cisco-iem-3400-8t.jpg 
IEM-3300-8T=,Home/ Cisco/ Cisco Modules & Cards/ Cisco IE Switch Modules & Cards/ IEM-3300-8T=,IEM-3300-8T=,Cisco,Catalyst IE3300 Rugged 8 Port GE Copper Exp Module,"US$1,150.00",,"<div class=""tab-content"">
<h2><span class=""lpdname"">IEM-3300-8T=</span> Specification </h2>
<div class=""std"">
        
        Catalyst IE3300 Rugged 8 Port GE Copper Exp Module    </div>
</div>",https://img.router-switch.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/i/cisco-iem-3300-8t.jpg 
IEM-3300-8S=,Home/ Cisco/ Cisco Modules & Cards/ Cisco IE Switch Modules & Cards/ IEM-3300-8S=,IEM-3300-8S=,Cisco,Catalyst IE3300 Rugged 8 Port SFP Fiber Exp Module,US$975.00,,"<div class=""tab-content"">
<h2><span class=""lpdname"">IEM-3300-8S=</span> Specification </h2>
<div class=""std"">
        
        Catalyst IE3300 Rugged 8 Port SFP Fiber Exp Module    </div>
</div>",https://img.router-switch.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/i/cisco-iem-3300-8s.jpg 
IEM-3300-8P=,Home/ Cisco/ Cisco Modules & Cards/ Cisco IE Switch Modules & Cards/ IEM-3300-8P=,IEM-3300-8P=,Cisco,Catalyst IE3300 Rugged 8 Port GE PoE+ Exp Module,"US$1,090.00",,"<div class=""tab-content"">
<h2><span class=""lpdname"">IEM-3300-8P=</span> Specification </h2>
<div class=""std"">
        
        Catalyst IE3300 Rugged 8 Port GE PoE+ Exp Module    </div>
</div>",https://img.router-switch.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/i/cisco-iem-3300-8p.jpg 
IEM-3300-6T2S=,Home/ Cisco/ Cisco Modules & Cards/ Cisco IE Switch Modules & Cards/ IEM-3300-6T2S=,IEM-3300-6T2S=,Cisco,Catalyst IE3300 Rugged 6 Port GE Copper + 2 Port SFP Module,"US$1,380.00",,"<div class=""tab-content"">
<h2><span class=""lpdname"">IEM-3300-6T2S=</span> Specification </h2>
<div class=""std"">
        
        Catalyst IE3300 Rugged 6 Port GE Copper + 2 Port SFP Module    </div>
</div>",https://img.router-switch.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/i/cisco-iem-3300-6t2s.jpg 
IEM-3300-16T=,Home/ Cisco/ Cisco Modules & Cards/ Cisco IE Switch Modules & Cards/ IEM-3300-16T=,IEM-3300-16T=,Cisco,Catalyst IE3300 Rugged 16 Port GE Copper Exp Module,"US$2,200.00",,"<div class=""tab-content"">
<h2><span class=""lpdname"">IEM-3300-16T=</span> Specification </h2>
<div class=""std"">
        
        Catalyst IE3300 Rugged 16 Port GE Copper Exp Module    </div>
</div>",https://img.router-switch.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/i/cisco-iem-3300-16t.jpg 
IEM-3300-16P=,Home/ Cisco/ Cisco Modules & Cards/ Cisco IE Switch Modules & Cards/ IEM-3300-16P=,IEM-3300-16P=,Cisco,Catalyst IE3300 Rugged 16 Port GE PoE+ Exp Module,"US$4,400.00",,"<div class=""tab-content"">
<h2><span class=""lpdname"">IEM-3300-16P=</span> Specification </h2>
<div class=""std"">
        
        Catalyst IE3300 Rugged 16 Port GE PoE+ Exp Module    </div>
</div>",https://img.router-switch.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/i/cisco-iem-3300-16p.jpg 
IEM-3300-14T2S=,Home/ Cisco/ Cisco Modules & Cards/ Cisco IE Switch Modules & Cards/ IEM-3300-14T2S=,IEM-3300-14T2S=,Cisco,Catalyst IE3300 Rugged 14 Port GE Copper + 2 Port SFP Module,US$575.00,,"<div class=""tab-content"">
<h2><span class=""lpdname"">IEM-3300-14T2S=</span> Specification </h2>
<div class=""std"">
        
        Catalyst IE3300 Rugged 14 Port GE Copper + 2 Port SFP Module    </div>
</div>",https://img.router-switch.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/i/cisco-iem-3300-14t2s.jpg 
IEM-3400-8S=,Home/ Cisco/ Cisco Modules & Cards/ Cisco IE Switch Modules & Cards/ IEM-3400-8S=,IEM-3400-8S=,Cisco,Catalyst IE3400 Rugged 8 Port SFP Fiber Adv Exp Module,"US$1,540.00",,"<div class=""tab-content"">
<h2><span class=""lpdname"">IEM-3400-8S=</span> Specification </h2>
<div class=""std"">
        
        Catalyst IE3400 Rugged 8 Port SFP Fiber Adv Exp Module    </div>
</div>",https://img.router-switch.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/i/cisco-iem-3400-8s.jpg 
IEM-3000-8FM=,Home/ Cisco/ Cisco Modules & Cards/ Cisco IE Switch Modules & Cards/ IEM-3000-8FM=,IEM-3000-8FM=,Cisco,"Cisco IE 3000 Expansion Module, 8 100FX","US$2,400.00",,"<div class=""tab-content"">
<h2><span class=""lpdname"">IEM-3000-8FM=</span> Specification </h2>
<div class=""std"">
        
        Cisco IE 3000 Expansion Module, 8 100FX    </div>
</div>",https://img.router-switch.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/i/cisco-iem-3000-8fm.jpg 
IEM-3000-4SM=,Home/ Cisco/ Cisco Modules & Cards/ Cisco IE Switch Modules & Cards/ IEM-3000-4SM=,IEM-3000-4SM=,Cisco,Cisco IE 3000 4 port SFP expansion module,US$575.00,,"<div class=""tab-content"">
<h2><span class=""lpdname"">IEM-3000-4SM=</span> Specification </h2>
<div class=""std"">
        
        Cisco IE 3000 4 port SFP expansion module    </div>
</div>",https://img.router-switch.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/i/cisco-iem-3000-4sm.jpg 
IEM-3000-8SM=,Home/ Cisco/ Cisco Modules & Cards/ Cisco IE Switch Modules & Cards/ IEM-3000-8SM=,IEM-3000-8SM=,Cisco,Cisco IE 3000 8 port SFP expansion module,"US$4,000.00",,"<div class=""tab-content"">
<h2><span class=""lpdname"">IEM-3000-8SM=</span> Specification </h2>
<div class=""std"">
        
        Cisco IE 3000 8 port SFP expansion module    </div>
</div>",https://img.router-switch.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/i/cisco-iem-3000-8sm.jpg 
IEM-3000-4PC=,Home/ Cisco/ Cisco Modules & Cards/ Cisco IE Switch Modules & Cards/ IEM-3000-4PC=,IEM-3000-4PC=,Cisco,"Cisco IE 3000 Expansion Module, 4 POE 10/100","US$10,000.00",,"<div class=""tab-content"">
<h2><span class=""lpdname"">IEM-3000-4PC=</span> Specification </h2>
<div class=""std"">
        
        Cisco IE 3000 Expansion Module, 4 POE 10/100    </div>
</div>",https://img.router-switch.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/i/cisco-iem-3000-4pc.jpg 
IEM-3000-4PC-4TC=,Home/ Cisco/ Cisco Modules & Cards/ Cisco IE Switch Modules & Cards/ IEM-3000-4PC-4TC=,IEM-3000-4PC-4TC=,Cisco,"Cisco IE 3000 Expansion Module, 4 POE 10/100 4 non-POE 10/10","US$1,610.00",,"<div class=""tab-content"">
<h2><span class=""lpdname"">IEM-3000-4PC-4TC=</span> Specification </h2>
<div class=""std"">
        
        Cisco IE 3000 Expansion Module, 4 POE 10/100 4 non-POE 10/10    </div>
</div>",https://img.router-switch.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/i/cisco-iem-3000-4pc-4tc.jpg 
NIM-SSD,Home/ Cisco/ Cisco Modules & Cards/ Cisco ISR 4000 Router Modules & Cards/ NIM-SSD,NIM-SSD,,NIM Carrier Card for SSD Drives,"US$8,800.00",,"<div class=""tab-content"">
<h2><span class=""lpdname"">NIM-SSD</span> Specification </h2>
<div class=""std"">
<p class=""short-descr"">NIM Carrier Card for SSD Drives</p>
</div>
</div>",https://img.router-switch.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/i/cisco-nim-ssd.jpg 
NIM-1GE-CU-SFP,Home/ Cisco/ Cisco Modules & Cards/ Cisco ISR 4000 Router Modules & Cards/ NIM-1GE-CU-SFP,NIM-1GE-CU-SFP,,Cisco 1-Port Gigabit Ethernet WAN Network Interface Module NIM-1GE-CU-SFP,"US$10,000.00",,"<div class=""tab-content"">
<h2><span class=""lpdname"">NIM-1GE-CU-SFP</span> Specification </h2>
<div class=""std"">
<table border=""1"" cellpadding=""0"" cellspacing=""0"">
<tbody>
<tr>
<td colspan=""2"" valign=""top"" width=""568"">
<h3 align=""center""><strong>NIM-1GE-CU-SFP</strong><strong> </strong><strong>Specifications</strong></h3>
</td>
</tr>
<tr>
<td valign=""top"" width=""284"">
<p><strong>Product </strong><strong>Number</strong><strong></strong></p>
</td>
<td valign=""top"" width=""284"">
<p>NIM-1GE-CU-SFP</p>
</td>
</tr>
<tr>
<td valign=""top"" width=""284"">
<p><strong>Product </strong><strong>Description</strong><strong></strong></p>
</td>
<td valign=""top"" width=""284"">
<p>1-port Gigabit Ethernet, dual-mode GE/SFP, Network Interface Module</p>
</td>
</tr>
<tr>
<td valign=""top"" width=""284"">
<p><strong>Supported Devices</strong><strong></strong></p>
</td>
<td valign=""top"" width=""284"">
<p>Cisco 4000 Series Integrated Services Router</p>
</td>
</tr>
<tr>
<td valign=""top"" width=""284"">
<p><strong>Form Factor</strong><strong></strong></p>
</td>
<td valign=""top"" width=""284"">
<p>Network Interface Module (NIM)</p>
</td>
</tr>
<tr>
<td valign=""top"" width=""284"">
<p><strong>Cisco 4000 Series ISR support</strong><strong></strong></p>
</td>
<td valign=""top"" width=""284"">
<p>All</p>
</td>
</tr>
<tr>
<td valign=""top"" width=""284"">
<p><strong>Auto-switchover and auto-failover</strong><strong></strong></p>
</td>
<td valign=""top"" width=""284"">
<p>Yes</p>
</td>
</tr>
<tr>
<td valign=""top"" width=""284"">
<p><strong>Input packet classification on module</strong><strong></strong></p>
</td>
<td valign=""top"" width=""284"">
<p>No</p>
</td>
</tr>
<tr>
<td valign=""top"" width=""284"">
<p><strong>MACsec support</strong><strong> </strong><strong>(IEEE 802.1AE)</strong><strong></strong></p>
</td>
<td valign=""top"" width=""284"">
<p>No</p>
</td>
</tr>
<tr>
<td valign=""top"" width=""284"">
<p><strong>Dimensions (H x W x D)</strong><strong></strong></p>
</td>
<td valign=""top"" width=""284"">
<p>1.25 x 3.50 x 7.24 in. (32 x 89 x 184 mm)</p>
</td>
</tr>
<tr>
<td valign=""top"" width=""284"">
<p><strong>Weight</strong><strong></strong></p>
</td>
<td valign=""top"" width=""284"">
<p>240 grams</p>
</td>
</tr>
<tr>
<td valign=""top"" width=""284"">
<p><strong>Operating temperature</strong><strong></strong></p>
</td>
<td valign=""top"" width=""284"">
<p>32 to 104°F (0 to 40°C)</p>
</td>
</tr>
<tr>
<td valign=""top"" width=""284"">
<p><strong>Storage temperature</strong><strong></strong></p>
</td>
<td valign=""top"" width=""284"">
<p>-38 to 150°F (-40 to 70°C)</p>
</td>
</tr>
<tr>
<td valign=""top"" width=""284"">
<p><strong>Relative humidity</strong><strong></strong></p>
</td>
<td valign=""top"" width=""284"">
<p>5 to 95%</p>
</td>
</tr>
<tr>
<td valign=""top"" width=""284"">
<p><strong>Operating humidity</strong><strong></strong></p>
</td>
<td valign=""top"" width=""284"">
<p>5 to 85%</p>
</td>
</tr>
</tbody>
</table> </div>
</div>",https://img.router-switch.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/i/cisco-nim-1ge-cu-sfp.jpg 
NIM-2GE-CU-SFP,Home/ Cisco/ Cisco Modules & Cards/ Cisco ISR 4000 Router Modules & Cards/ NIM-2GE-CU-SFP,NIM-2GE-CU-SFP,,Cisco 4000 Series Integrated Services Router 2-Port Gigabit Ethernet WAN Modules NIM-2GE-CU-SFP.,US$850.00,,"<div class=""tab-content"">
<h2><span class=""lpdname"">NIM-2GE-CU-SFP</span> Specification </h2>
<div class=""std"">
<table border=""1"" cellpadding=""0"" cellspacing=""0"">
<tbody>
<tr>
<td colspan=""2"" valign=""top"" width=""568"">
<h3 align=""center""><strong>NIM-2GE-CU-SFP</strong><strong> </strong><strong>Specifications</strong></h3>
</td>
</tr>
<tr>
<td valign=""top"" width=""284"">
<p><strong>Product </strong><strong>Number</strong><strong></strong></p>
</td>
<td valign=""top"" width=""284"">
<p>NIM-2GE-CU-SFP</p>
</td>
</tr>
<tr>
<td valign=""top"" width=""284"">
<p><strong>Product </strong><strong>Description</strong><strong></strong></p>
</td>
<td valign=""top"" width=""284"">
<p>2-port Gigabit Ethernet, dual-mode GE/SFP, Network Interface Module</p>
</td>
</tr>
<tr>
<td valign=""top"" width=""284"">
<p><strong>Supported Devices</strong><strong></strong></p>
</td>
<td valign=""top"" width=""284"">
<p>Cisco 4000 Series Integrated Services Router</p>
</td>
</tr>
<tr>
<td valign=""top"" width=""284"">
<p><strong>Form Factor</strong><strong></strong></p>
</td>
<td valign=""top"" width=""284"">
<p>NIM</p>
</td>
</tr>
<tr>
<td valign=""top"" width=""284"">
<p><strong>Cisco 4000 Series ISR support</strong><strong></strong></p>
</td>
<td valign=""top"" width=""284"">
<p>All</p>
</td>
</tr>
<tr>
<td valign=""top"" width=""284"">
<p><strong>Auto-switchover and auto-failover</strong><strong></strong></p>
</td>
<td valign=""top"" width=""284"">
<p>Yes</p>
</td>
</tr>
<tr>
<td valign=""top"" width=""284"">
<p><strong>Input packet classification on module</strong><strong></strong></p>
</td>
<td valign=""top"" width=""284"">
<p>No</p>
</td>
</tr>
<tr>
<td valign=""top"" width=""284"">
<p><strong>MACsec support</strong><strong> </strong><strong>(IEEE 802.1AE)</strong><strong></strong></p>
</td>
<td valign=""top"" width=""284"">
<p>256-bit</p>
</td>
</tr>
<tr>
<td valign=""top"" width=""284"">
<p><strong>Dimensions (H x W x D)</strong><strong></strong></p>
</td>
<td valign=""top"" width=""284"">
<p>1.25 x 3.50 x 7.24 in. (32 x 89 x 184 mm)</p>
</td>
</tr>
<tr>
<td valign=""top"" width=""284"">
<p><strong>Weight</strong><strong></strong></p>
</td>
<td valign=""top"" width=""284"">
<p>252 grams</p>
</td>
</tr>
<tr>
<td valign=""top"" width=""284"">
<p><strong>Operating temperature</strong><strong></strong></p>
</td>
<td valign=""top"" width=""284"">
<p>32 to 104°F (0 to 40°C)</p>
</td>
</tr>
<tr>
<td valign=""top"" width=""284"">
<p><strong>Storage temperature</strong><strong></strong></p>
</td>
<td valign=""top"" width=""284"">
<p>-38 to 150°F (-40 to 70°C)</p>
</td>
</tr>
<tr>
<td valign=""top"" width=""284"">
<p><strong>Relative humidity</strong><strong></strong></p>
</td>
<td valign=""top"" width=""284"">
<p>5 to 95%</p>
</td>
</tr>
<tr>
<td valign=""top"" width=""284"">
<p><strong>Operating humidity</strong><strong></strong></p>
</td>
<td valign=""top"" width=""284"">
<p>5 to 85%</p>
</td>
</tr>
</tbody>
</table> </div>
</div>",https://img.router-switch.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/i/cisco-nim-2ge-cu-sfp_1.jpg 
NIM-1MFT-T1/E1,Home/ Cisco/ Cisco Modules & Cards/ Cisco ISR 4000 Router Modules & Cards/ NIM-1MFT-T1/E1,NIM-1MFT-T1/E1,,Cisco Fourth-Generation Multiflex Trunk Voice and WAN network interface module NIM-1MFT-T1/E1,US$575.00,,"<div class=""tab-content"">
<h2><span class=""lpdname"">NIM-1MFT-T1/E1</span> Specification </h2>
<div class=""std"">
<table border=""1"" cellpadding=""0"" cellspacing=""0"">
<tbody>
<tr>
<td colspan=""2"" valign=""bottom"">
<h3 align=""center""><strong>NIM-1MFT-T1/E1 Specification</strong></h3>
</td>
</tr>
<tr>
<td colspan=""2"" valign=""bottom"">
<p align=""center""><strong>Capacity</strong><strong></strong></p>
</td>
</tr>
<tr>
<td valign=""bottom"">
<p align=""left"">Serial data (channel-group)</p>
</td>
<td valign=""bottom"">
<p align=""left"">2 per port</p>
</td>
</tr>
<tr>
<td valign=""bottom"">
<p align=""left"">E1 unframed G.703</p>
</td>
<td valign=""bottom"">
<p align=""left"">Not supported</p>
</td>
</tr>
<tr>
<td valign=""bottom"">
<p align=""left"">Voice channel associated signaling (CAS) (ds0-group)</p>
</td>
<td valign=""bottom"">
<p align=""left"">24 per port (T1)</p>
<p align=""left"">31 per port (E1)</p>
<p align=""left"">1 per timeslot</p>
</td>
</tr>
<tr>
<td valign=""bottom"">
<p align=""left"">PRI (pri-group)</p>
</td>
<td valign=""bottom"">
<p align=""left"">1 per port</p>
</td>
</tr>
<tr>
<td valign=""bottom"">
<p align=""left"">Drop and insert</p>
<p align=""left"">(tdm-group)</p>
</td>
<td valign=""bottom"">
<p align=""left"">24 per port (T1)</p>
<p align=""left"">31 per port (E1)</p>
<p align=""left"">1 per timeslot</p>
</td>
</tr>
<tr>
<td colspan=""2"" valign=""bottom"">
<p align=""left"" style=""text-align: center;""><strong>T1 Network Interface </strong></p>
</td>
</tr>
<tr>
<td valign=""bottom"">
<p align=""left"">Transmit bit rate</p>
</td>
<td valign=""bottom"">
<p align=""left"">1.544 Mbps ±50 bps/32 ppm</p>
</td>
</tr>
<tr>
<td valign=""bottom"">
<p align=""left"">Receive bit rate</p>
</td>
<td valign=""bottom"">
<p align=""left"">1.544 Mbps ±50 bps/32 ppm</p>
</td>
</tr>
<tr>
<td valign=""bottom"">
<p align=""left"">Line code</p>
</td>
<td valign=""bottom"">
<p align=""left"">Alternate mark inversion (AMI) and binary 8-zero substitution (B8ZS)</p>
</td>
</tr>
<tr>
<td valign=""bottom"">
<p align=""left"">AMI ones density</p>
</td>
<td valign=""bottom"">
<p align=""left"">Enforced for n x 56-kbps channels</p>
</td>
</tr>
<tr>
<td valign=""bottom"">
<p align=""left"">Framing format</p>
</td>
<td valign=""bottom"">
<p align=""left"">D4 (Super Frame [SF]) and Extended Super Frame (ESF)</p>
</td>
</tr>
<tr>
<td valign=""bottom"">
<p align=""left"">Output level (line build-out [LBO])</p>
</td>
<td valign=""bottom"">
<p align=""left"">0, -7.5 or -15 dB</p>
</td>
</tr>
<tr>
<td valign=""bottom"">
<p align=""left"">Input level</p>
</td>
<td valign=""bottom"">
<p align=""left"">+1 dB0 down to -24 dB0</p>
</td>
</tr>
<tr>
<td valign=""bottom"">
<p align=""left"">Data-terminal-equipment (DTE) interface (WIC mode)</p>
</td>
<td valign=""bottom"">
<p align=""left"">Fractional service</p>
</td>
</tr>
<tr>
<td valign=""bottom"">
<p align=""left"">DTE interface (VIC mode)</p>
</td>
<td valign=""bottom"">
<p align=""left"">G.704 or structured</p>
</td>
</tr>
<tr>
<td valign=""bottom"">
<p align=""left"">Data-communications-equipment (DCE) interface</p>
</td>
<td valign=""bottom"">
<p align=""left"">G.704 or structured</p>
</td>
</tr>
<tr>
<td colspan=""2"" valign=""bottom"">
<p align=""left"" style=""text-align: center;""><strong>E1 Network Interface</strong></p>
</td>
</tr>
<tr>
<td valign=""bottom"">
<p align=""left"">Transmit bit rate</p>
</td>
<td valign=""bottom"">
<p align=""left"">2.048 Mbps ±100 bps/50 ppm</p>
</td>
</tr>
<tr>
<td valign=""bottom"">
<p align=""left"">Receive bit rate</p>
</td>
<td valign=""bottom"">
<p align=""left"">2.048 Mbps ±100 bps/50 ppm</p>
</td>
</tr>
<tr>
<td valign=""bottom"">
<p align=""left"">Data rate</p>
</td>
<td valign=""bottom"">
<p align=""left"">1.984 Mbps (framed mode) per E1 port</p>
</td>
</tr>
<tr>
<td valign=""bottom"">
<p align=""left"">Clocking</p>
</td>
<td valign=""bottom"">
<p align=""left"">Internal and loop (recovered from network)</p>
</td>
</tr>
<tr>
<td valign=""bottom"">
<p align=""left"">E1 national bits</p>
</td>
<td valign=""bottom"">
<p align=""left"">Fixed (nonconfigurable)</p>
</td>
</tr>
<tr>
<td valign=""bottom"">
<p align=""left"">Encoding</p>
</td>
<td valign=""bottom"">
<p align=""left"">High-density bipolar three (HDB3)</p>
</td>
</tr>
<tr>
<td valign=""bottom"">
<p align=""left"">DTE interface (WIC mode)</p>
</td>
<td valign=""bottom"">
<p align=""left"">Fractional service</p>
</td>
</tr>
<tr>
<td valign=""bottom"">
<p align=""left"">DTE interface (VIC mode)</p>
</td>
<td valign=""bottom"">
<p align=""left"">G.704 or structured</p>
</td>
</tr>
<tr>
<td valign=""bottom"">
<p align=""left"">DCE interface</p>
</td>
<td valign=""bottom"">
<p align=""left"">G.704 or structured</p>
</td>
</tr>
<tr>
<td colspan=""2"" valign=""bottom"">
<p align=""left"" style=""text-align: center;""><strong>Module Specifications</strong></p>
</td>
</tr>
<tr>
<td valign=""bottom"">
<p align=""left"">Dimensions (H x W x D)</p>
</td>
<td valign=""bottom"">
<p align=""left"">1.25 x 3.50 x 7.24 in. (3.18 x 8.89 x 18.39 cm)</p>
</td>
</tr>
<tr>
<td valign=""bottom"">
<p align=""left"">Environmental</p>
</td>
<td valign=""bottom"">
<p align=""left"">●  Operating temperature: 0 to 50°C (32 to 122°F)</p>
<p align=""left"">●  Storage temperature: -20 to +65°C (-4 to 148°F)</p>
<p align=""left"">●  Relative humidity: 10 to 85% noncondensing operating; 5 to 95% noncondensing, nonoperating</p>
</td>
</tr>
<tr>
<td valign=""bottom"">
<p align=""left"">T1 Compliance (partial list)</p>
</td>
<td valign=""bottom"">
<p align=""left"">●  TIA-968-A</p>
<p align=""left"">●  CS-03</p>
<p align=""left"">●  Jate</p>
<p align=""left"">●  ANSI T1.403</p>
</td>
</tr>
<tr>
<td valign=""bottom"">
<p align=""left"">E1 Compliance (partial list)</p>
</td>
<td valign=""bottom"">
<p align=""left"">●  TBR4, TBR12, and TBR13</p>
<p align=""left"">●  ITU-T G.703, G.704, G.823, and I.431</p>
<p align=""left"">●  S016 (Australia)</p>
</td>
</tr>
<tr>
<td valign=""bottom"">
<p align=""left"">Weight</p>
</td>
<td valign=""bottom"">
<p align=""left"">0.40 lb (181g)</p>
</td>
</tr>
</tbody>
</table> </div>
</div>",https://img.router-switch.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/i/cisco-nim-1mft-t1-e1.jpg 
NIM-2T,Home/ Cisco/ Cisco Modules & Cards/ Cisco ISR 4000 Router Modules & Cards/ NIM-2T,NIM-2T,,2-Port Serial WAN Interface card,"US$1,540.00",,"<div class=""tab-content"">
<h2><span class=""lpdname"">NIM-2T</span> Specification </h2>
<div class=""std"">
<table border=""1"" class=""bot-spec-tab""><thead><tr><td colspan=""2""><h3 style=""text-align: center;""><strong>NIM-2T Specification</strong></h3></td></tr></thead><tbody><tr><td align=""center"" colspan=""2"">General</td></tr>
<tr><td>Device Type</td><td>Serial adapter</td></tr><tr><td>Form Factor</td><td>Plug-in module</td></tr><tr><td align=""center"" colspan=""2"">Networking</td></tr>
<tr><td>Ports</td><td>RS-232/449/530/V.35/X.21 x 2</td></tr><tr><td>Connectivity Technology</td><td>Wired</td></tr><tr><td>Data Link Protocol</td><td>RS-232, RS-530, X.21, V.35, RS-449, RS-530A</td></tr><tr><td>Data Transfer Rate</td><td>8 Mbps</td></tr><tr><td align=""center"" colspan=""2"">Expansion / Connectivity</td></tr>
<tr><td>Interfaces</td><td>2 x RS-232/449/530/V.35/X.21</td></tr><tr><td align=""center"" colspan=""2"">Miscellaneous</td></tr>
<tr><td>Compliant Standards</td><td>CISPR 22 Class A, CISPR 24, EN 61000-3-2, EN 61000-3-3, EN55024, EN55022 Class A, EN50082-1, AS/NZS 60950-1, EN 61000-4-4, EN 61000-4-2, EN 61000-4-3, EN 61000-4-6, JATE, ICES-003 Class A, EN 61000-4-5, EN 61000-4-11, EN 61000-4-8, UL 60950-1, IEC 60950-1, EN 60950-1, FCC Part 15 A, CAN/CSA C22.2 No. 60950-1, VCCI Class A, EN 300386, CNS 13438</td></tr><tr><td align=""center"" colspan=""2"">Dimensions &amp; Weight</td></tr>
<tr><td>Width</td><td>3.5 in</td></tr><tr><td>Depth</td><td>7.2 in</td></tr><tr><td>Height</td><td>1.3 in</td></tr><tr><td align=""center"" colspan=""2"">Environmental Parameters</td></tr>
<tr><td>Min Operating Temperature</td><td>32 °F</td></tr><tr><td>Max Operating Temperature</td><td>104 °F</td></tr><tr><td>Humidity Range Operating</td><td>10 - 90% (non-condensing)</td></tr></tbody></table> </div>
</div>",https://img.router-switch.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/i/cisco-nim-2t.jpg 
